,Address,AreaName,Price ($),lat,lng
466,"#211 - 2 OLD MILL DR Toronto, ON",Lambton Baby Point,514900,43.648071,-79.486664
469,"#902 - 2261 LAKE SHORE BLVD W Toronto, ON",Mimico,699995,43.62001,-79.483086
470,"#3005 - 2015 SHEPPARD AVE E Toronto, ON",Henry Farm,399000,43.775208,-79.336426
471,"#1606 - 19 SINGER CRT Toronto, ON",Bayview Village,349900,43.769569,-79.369514
472,"129 WATSON AVE Toronto, ON",Lambton,959000,43.664501,-79.492035
473,"154 DUNBLAINE AVE Toronto, ON",Nortown,2698000,43.734093,-79.42907
474,"24 CORONATION DR Toronto, ON",West Hill,669000,43.760899,-79.191841
475,"#210 - 165 CHEROKEE BLVD Toronto, ON",Pleasant View,385000,43.792374,-79.336693
476,"#5 - 175 TORYORK DR Toronto, ON",Humber Summit,312900,43.757954,-79.557304
477,"#905 - 120 HARRISON GARDEN BLVD Toronto, ON",Willowdale,399000,43.757988,-79.403625
478,"93 DAIRY DR Toronto, ON",Scarborough Junction,678000,43.701309,-79.27533
479,"#2010 - 100 MORNELLE CRT Toronto, ON",Morningside,255999,43.786823,-79.19548
480,"195 GILTSPUR DR Toronto, ON",Downsview,619900,43.738079,-79.501282
481,"#1016 - 55 DE BOERS DR Toronto, ON",Toronto,352500,43.75103,-79.465858
482,"#2308 - 2000 ISLINGTON AVE Toronto, ON",Kingsview Village,479900,43.697365,-79.546089
483,"#13 - 1415 KENNEDY RD Toronto, ON",Dorset Park,688888,43.764812,-79.280273
484,"3 JASMINE RD Toronto, ON",Humberlea,599000,43.721088,-79.538445
485,"#809 - 40 PANORAMA CRT Toronto, ON",Rexdale,59500,43.747585,-79.579842
486,"35 MAGNOLIA AVE Toronto, ON",Kennedy Park,749000,43.720936,-79.254662
487,"#513 - 4200 BATHURST ST Toronto, ON",Wilson Heights,294000,43.749321,-79.437149
488,"#25 - 21 REPLIN RD Toronto, ON",Lawrence Heights,575000,43.717735,-79.442039
489,"198 GLENDORA AVE Toronto, ON",Willowdale,1528000,43.761971,-79.397667
491,"53 ASPENWOOD DR Toronto, ON",Hillcrest Village,2000000,43.807964,-79.366913
492,"627 CALEDONIA RD Toronto, ON",Briar Hill - Belgravia,650000,43.694397,-79.462372
493,"#903 - 335 MILL RD Toronto, ON",Eringate - Centennial - West Deane,259900,43.639858,-79.584564
494,"#730 - 2885 BAYVIEW AVE Toronto, ON",Bayview Village,524888,43.767937,-79.387955
495,"124 GREENWICH SQ Toronto, ON",Eglinton East,699800,43.743881,-79.231148
496,"#2813 - 181 VILLAGE GREEN SQ Toronto, ON",Agincourt,293900,43.779205,-79.281517
497,"117 VEROBEACH BLVD Toronto, ON",Emery,699800,43.736176,-79.544945
498,"43 JOHN CABOT WAY Toronto, ON",Jane and Finch,399900,43.738815,-79.51902
499,"#821 - 165 LEGION RD N Toronto, ON",Mimico,314900,43.624207,-79.488228
500,"63 JARWICK DR Toronto, ON",Bendale,639000,43.764198,-79.241608
501,"22 MOSSBROOK CRES Toronto, ON",L'Amoreaux,699000,43.809433,-79.324379
502,"92 FRANK RIVERS DR Toronto, ON",Steeles,699900,43.818989,-79.325394
503,"90 CRITTENDEN SQ Toronto, ON",Malvern,549000,43.81366,-79.234749
504,"#1304 - 2 ANNDALE DR Toronto, ON",Willowdale,418888,43.760464,-79.410248
505,"45 MILLENNIUM DR Toronto, ON",Brookhaven - Amesbury,599900,43.695271,-79.497498
506,"6 WOODY VINEWAY WAY Toronto, ON",Bayview Village,529000,43.788269,-79.368301
507,"84 MUIRHEAD RD Toronto, ON",Pleasant View,599000,43.780949,-79.339569
508,"#1101 - 335 MILL RD Toronto, ON",Eringate - Centennial - West Deane,419900,43.639858,-79.584564
509,"#2611 - 88 CORPORATE DR Toronto, ON",Woburn,355000,43.780956,-79.249779
510,"114 MEIGHEN AVE Toronto, ON",Woodbine Gardens,665000,43.703903,-79.295723
511,"821 B OXFORD ST Toronto, ON",Mimico,778900,43.621113,-79.507195
512,"132 ELVASTON DR Toronto, ON",Victoria Village,1388800,43.728958,-79.315933
513,"#2102 - 155 BEECROFT RD Toronto, ON",Willowdale,299000,43.765537,-79.413155
514,"#1010 - 3043 FINCH WEST AVE Toronto, ON",Emery,309000,43.747166,-79.564651
515,"571 CUMMER AVE Toronto, ON",Newtonbrook,1599000,43.793625,-79.387253
516,"31 VESSEL CRES Toronto, ON",Port Union,756900,43.777721,-79.137276
517,"#109 - 165 CHEROKEE BLVD Toronto, ON",Pleasant View,372000,43.792374,-79.336693
518,"37 GEMINI RD Toronto, ON",Bayview Woods - Steeles,1369000,43.788219,-79.388046
519,"7 OVIDA AVE Toronto, ON",Eatonville,1569000,43.635109,-79.543159
520,"#E 508 - 555 WILSON AVE Toronto, ON",Wilson Heights,319900,43.734035,-79.447968
521,"#49 - 49 HENDON AVE Toronto, ON",Newtonbrook,520000,43.780727,-79.419991
525,"#1008 - 5 NORTHTOWN WAY Toronto, ON",Willowdale,335000,43.774994,-79.413467
526,"#2504 - 2220 LAKE SHORE BLVD W Toronto, ON",Mimico,425000,43.62273,-79.483192
527,"#108 - 275 BAMBURGH CIRC Toronto, ON",Steeles,381000,43.81361,-79.32341
528,"#1202 - 185 BONIS AVE Toronto, ON",Tam O'Shanter,338000,43.785805,-79.292114
529,"#2208 - 100 ANTIBES DR Toronto, ON",Newtonbrook,299000,43.780666,-79.446335
530,"#509 - 525 WILSON AVE Toronto, ON",Wilson Heights,339900,43.734478,-79.446472
531,"80 HEPSCOTT TERR Toronto, ON",L'Amoreaux,799000,43.793324,-79.327263
532,"#27 - 242 JOHN GARLAND BLVD Toronto, ON",Rexdale,200000,43.73354,-79.592949
533,"7 LANDOUR AVE Toronto, ON",Silverthorn,829000,43.687645,-79.477287
534,"4937 DUNDAS ST W Toronto, ON",Islington,54900,43.648006,-79.529228
535,"90 GLEN PARK AVE Toronto, ON",Midtown Toronto,1395000,43.711784,-79.43515
536,"#1210 - 275 BAMBURGH CIRC Toronto, ON",Steeles,269000,43.81361,-79.32341
537,"225 ATLAS AVE Toronto, ON",Midtown Toronto,1420000,43.688213,-79.433723
538,"108 AYLESWORTH AVE Toronto, ON",Birch Cliff,455000,43.701328,-79.264549
539,"567 MELROSE AVE Toronto, ON",Nortown,2388000,43.727737,-79.42942
540,"55 LAURIE SHEPWAY WAY Toronto, ON",Don Valley Village,669000,43.773926,-79.361595
541,"33 PUMA DR Toronto, ON",L'Amoreaux,599000,43.802258,-79.298607
542,"#155 - 68 DRIFTWOOD AVE Toronto, ON",Jane and Finch,239900,43.753849,-79.513535
543,"17 WHITBREAD CRES Toronto, ON",Jane and Finch,575000,43.74192,-79.509659
544,"36 CASTLEBAR RD Toronto, ON",The Queensway,849500,43.631695,-79.510124
545,"92 BLANTYRE AVE Toronto, ON",Birch Cliff,2348900,43.678131,-79.280182
546,"#27 -46 - 30 IRONSIDE CRES Toronto, ON",Armdale,345,43.825054,-79.246819
547,"#302 - 801 SHEPPARD AVE W Toronto, ON",Wilson Heights,318000,43.752892,-79.449783
548,"#601 - 1888 BAYVIEW AVE Toronto, ON",Midtown Toronto,1148000,43.717461,-79.37886
549,"#2308 - 88 SHEPPARD AVE E Toronto, ON",Willowdale,399800,43.763969,-79.407013
550,"#827 - 2 EVA RD Toronto, ON",Eatonville,274900,43.639694,-79.563148
551,"#711 - 125 PETER ST Toronto, ON",Downtown,401900,43.648296,-79.392952
552,"#1702 - 210 SIMCOE ST Toronto, ON",Downtown,388800,43.652451,-79.388931
553,"63 COUNCIL CRES Toronto, ON",Jane and Finch,599900,43.759514,-79.491844
554,"#1508 - 121 MCMAHON DR Toronto, ON",Bayview Village,478000,43.767746,-79.370918
555,"#738 - 650 LAWRENCE AVE W Toronto, ON",Lawrence Heights,357000,43.717121,-79.441757
556,"#3501 - 70 TEMPERANCE ST Toronto, ON",Downtown,593900,43.650372,-79.382347
558,"#108 - 525 WILSON AVE Toronto, ON",Wilson Heights,455000,43.734478,-79.446472
559,"#1902 - 35 HOLLYWOOD AVE Toronto, ON",Willowdale,399000,43.765842,-79.410057
560,"#1414 - 85 BLOOR ST E Toronto, ON",Downtown,419000,43.670372,-79.384468
561,"#2607 - 2200 LAKESHORE BLVD Toronto, ON",Mimico,437888,43.622883,-79.481972
562,"#1207 - 2550 LAWRENCE AVE E Toronto, ON",Dorset Park,229000,43.751743,-79.266388
563,"#207 - 55 ANN O&#39;REILLY RD Toronto, ON",Port Hope,497250,43.960762,-78.323914
565,"#111 - 215 FORT YORK BLVD Toronto, ON",Niagara,303400,43.636345,-79.404808
566,"#3511 - 14 YORK ST Toronto, ON",Downtown,299999,43.641788,-79.381874
567,"25 DELABO DR Toronto, ON",York University Heights,779000,43.76524,-79.502808
568,"#5014 - 70 TEMPERANCE ST Toronto, ON",Downtown,419900,43.650372,-79.382347
570,"#3105 - 33 SINGER CRT Toronto, ON",Bayview Village,475000,43.769611,-79.368416
571,"#602 - 11 BOGERT AVE Toronto, ON",Lansing,589000,43.760517,-79.411743
572,"9 ANTELOPE DR Toronto, ON",Rouge,899900,43.808025,-79.189018
573,"278 BETTY ANN DR N Toronto, ON",Willowdale,2498000,43.765755,-79.433098
574,"#711 - 6 EVA RD Toronto, ON",Eatonville,289900,43.640301,-79.562302
575,"#3103 - 28 TED ROGERS WAY Toronto, ON",Downtown,378000,43.670547,-79.380585
576,"#2702 - 101 CHARLES ST E Toronto, ON",Downtown,559800,43.669643,-79.380608
577,"#Th 40 - 31 CONEFLOWER CRES Toronto, ON",Newtonbrook,688000,43.778427,-79.450531
578,"#2316 - 700 HUMBERWOOD BLVD Toronto, ON",Rexdale,239900,43.724766,-79.616486
629,"#1905 - 17 Anndale Dr Toronto, ON",Willowdale,568000,43.760136,-79.40789
630,"#305 - 39 Shank St Toronto, ON",King West Village,636000,43.642071,-79.414581
640,"9 Andrew Ave Toronto, ON",Cliffcrest,599000,43.721256,-79.245033
682,"#1815 - 150 Sudbury St Toronto, ON",Little Portugal,330000,43.641529,-79.424118
683,"23 Kenton Dr Toronto, ON",Newtonbrook,949900,43.778614,-79.441551
731,"385 Oaklawn Crescent Ottawa, ON",Orléans,339900,45.465637,-75.488403
732,"124 Breezehill Avenue Ottawa, ON",Ottawa,629900,45.404568,-75.718109
733,"206 Gray Crescent Ottawa, ON",Kanata,318800,45.317345,-75.898247
734,"1201 OHIO STREET UNIT#107 Ottawa, ON",Alta Vista,297500,45.384857,-75.673737
735,"1141 AMBLESIDE DRIVE Ottawa, ON",Ottawa,379900,45.372601,-75.781059
736,"1085 BORDEN SIDE ROAD Ottawa, ON",Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,289900,45.354012,-75.705315
737,"2546 NEEDHAM CRESCENT Ottawa, ON",Alta Vista,518800,45.371815,-75.667976
738,"3205 UPLANDS DRIVE UNIT#31 Ottawa, ON",Hunt Club East - Western Community,268900,45.350307,-75.679619
739,"180 YORK STREET UNIT#806 Ottawa, ON",Byward Market,208900,45.42968,-75.68856
740,"1015 CARLING AVENUE Ottawa, ON",Civic Hospital - Experimental Farm - Central Park,1295000,45.393551,-75.717422
741,"200 BAY STREET UNIT#501 Ottawa, ON",Byward Market - Parliament Hill,240000,45.416851,-75.705475
742,"75 ARLINGTON AVENUE Ottawa, ON",Centretown,448888,45.409275,-75.69487
743,"62 ESTERLAWN PRIVATE Ottawa, ON",Carlingwood West - Glabar Park - McKellar Heights,289900,45.368946,-75.767921
744,"176 GLADSTONE AVENUE Ottawa, ON",Centretown,769000,45.415016,-75.686661
745,"238 BESSERER STREET UNIT#414 Ottawa, ON",Ottawa,290000,45.427834,-75.685471
746,"1387 ORILLIA STREET Ottawa, ON",Alta Vista,499900,45.385185,-75.66465
747,"1838 PEPPERGRASS ROAD Ottawa, ON",Orléans,499000,45.480251,-75.465752
748,"449 SADAR PRIVATE Ottawa, ON",Munster Hamlet - Richmond,255900,45.263744,-75.776192
749,"2954 PRINCE OF WALES DRIVE Ottawa, ON",Greenbelt,789900,45.298073,-75.70182
750,"2111 MONTREAL ROAD UNIT#89 Ottawa, ON",Beacon Hill North,248000,45.449188,-75.591904
751,"1635 FRENETTE STREET Ottawa, ON",Orléans,419000,45.47591,-75.465561
752,"1 DELONG DRIVE Ottawa, ON",Ottawa,989000,45.453053,-75.608871
753,"770 PAUL METIVIER DRIVE Ottawa, ON",New Barrhaven,329000,45.265137,-75.734337
754,"925 BEAUCLAIRE DRIVE Ottawa, ON",Orléans,389900,45.486462,-75.528824
755,"6163 RED WILLOW DRIVE Ottawa, ON",Orléans,279900,45.451088,-75.531372
756,"374 BALINROAN CRESCENT Ottawa, ON",New Barrhaven,326800,45.268707,-75.732681
757,"81 BARONESS DRIVE Ottawa, ON",Greenbelt,619900,45.290211,-75.706245
758,"20 COACHMAN CRESCENT Ottawa, ON",Stittsville,685000,45.256332,-75.936829
759,"2423 ORIENT PARK DRIVE Ottawa, ON",Blackburn Hamlet,299900,45.433681,-75.552895
760,"1356 COLONIAL ROAD Navan, ON",Navan,424900,45.422504,-75.418571
761,"1042 AVIGNON COURT Orleans, ON",Orléans,284900,45.48325,-75.532013
762,"1139 ST EMMANUEL STREET Orleans, ON",Orléans,319900,45.47718,-75.540764
763,"5745 ANDRASI CRESCENT Osgoode, ON",Osgoode,399900,45.15126,-75.59787
764,"120 DELANEY DRIVE Carp, ON",Carp,325000,45.29409,-76.075279
765,"818 ROCKSON CRESCENT Stittsville, ON",Stittsville,899900,45.246834,-75.926735
766,"408 BRECKENRIDGE CRESCENT Ottawa, ON",Kanata,319900,45.355247,-75.935486
767,"2 MCCONNELL AVENUE Cornwall, ON",Cornwall,259000,45.016449,-74.707817
768,"1051 Glidden Av Windsor, ON",Riverside,179900,42.324234,-82.962349
772,"2211 CURRY Windsor, ON",South Cameron,219800,42.281033,-83.036537
773,"2427 HOWARD Windsor, ON",South Central,74900,42.293015,-83.014435
775,"456 LAPORTE Windsor, ON",Riverside,184900,42.335136,-82.942261
777,"675 BRAZIL Windsor, ON",Remington Park,89900,42.28986,-83.01046
778,"1361 CAMPBELL Windsor, ON",University,124900,42.295723,-83.049179
779,"1565 VILLA MARIA  S Windsor, ON",Roseland,289900,42.247417,-83.015579
780,"1049 LENA AV Windsor, ON",Sandwich,79900,42.294823,-83.066208
781,"1557 LINCOLN Windsor, ON",Walkerville,124900,42.306332,-83.00634
782,"1515 GLADSTONE Windsor, ON",Walkerville,119900,42.30711,-83.008003
783,"950 ELLROSE Windsor, ON",East Windsor,229900,42.322353,-82.979439
784,"1260 -64 WYANDOTTE  E Windsor, ON",Walkerville,395000,42.320396,-83.019547
785,"1829 DOMINION Windsor, ON",South Cameron,289900,42.287998,-83.038437
786,"4140 ROSELAND  W Windsor, ON",Roseland,539900,42.249111,-83.009056
787,"472 BRIDGE Windsor, ON",University,112000,42.308056,-83.058739
788,"455 Hyde Park Rd London, ON",Oakridge,349900,42.966244,-81.315643
789,"1360 Glenora Dr London, ON",Stoneybrook,269900,43.033077,-81.239372
790,"90 DELAWARE Street London, ON",Hamilton Road,159900,42.975544,-81.20118
791,"2129 NORTH ROUTLEDGE PK London, ON",Hyde Park,259900,43.003849,-81.333084
792,"9 - 141 CONDOR Court London, ON",Argyle,148900,42.988762,-81.176979
793,"401 - 570 WILLIAM Street London, ON",Central London,159900,42.993401,-81.236397
794,"559 HWY Parry Sound, ON",Parry Sound,49000,45.440887,-80.131989
795,"35 - 340 AMBLESIDE Drive London, ON",Masonville,239900,43.020699,-81.298203
796,"5991 LUNDY&#39;S Lane Niagara Falls, ON",Niagara Falls,399000,43.089775,-79.093605
797,"3955 Portage Road Niagara Falls, ON",Niagara Falls,164900,43.116062,-79.099495
798,"4719 EPWORTH Circle Niagara Falls, ON",Niagara Falls,238000,43.098534,-79.069298
799,"7813 BEAVERDAMS Road Niagara Falls, ON",Niagara Falls,299900,43.09145,-79.126511
800,"6617 FREDERICA Street Niagara Falls, ON",Niagara Falls,349900,43.094986,-79.105583
801,"28 5070 DRUMMOND Road Niagara Falls, ON",Niagara Falls,284900,43.100479,-79.098167
802,"6175 Skinner Street Niagara Falls, ON",Niagara Falls,159900,43.074432,-79.096474
803,"1710 Garner Road Niagara Falls, ON",Niagara Falls,599900,43.145245,-79.149513
804,"3710 Main Street Niagara Falls, ON",Niagara Falls,155000,43.058968,-79.050613
805,"303 6928 AILANTHUS Avenue Niagara Falls, ON",Niagara Falls,224900,43.075092,-79.088997
806,"5026 CENTRE Street Niagara Falls, ON",Niagara Falls,298000,43.092335,-79.077042
807,"8174 ORCHARD GROVE Parkway Niagara Falls, ON",Niagara Falls,359900,43.092018,-79.134216
808,"3282 Cattell Drive Niagara Falls, ON",Niagara Falls,319900,43.05563,-79.042099
809,"4340 Seneca Street Niagara Falls, ON",Niagara Falls,319900,43.100246,-79.064995
810,"6697 SPENCE Street Niagara Falls, ON",Niagara Falls,352000,43.088139,-79.10675
811,"8674 MCGARRY Drive Niagara Falls, ON",Niagara Falls,485900,43.072556,-79.143013
812,"7700 Thomas Street Niagara Falls, ON",Niagara Falls,219900,43.056118,-79.064247
813,"9440 Eagle Ridge Drive Niagara Falls, ON",Niagara Falls,348000,43.089443,-79.158173
814,"4727 Jepson Street Niagara Falls, ON",Niagara Falls,199000,43.100815,-79.071495
815,"6118 Kelsey Crescent Niagara Falls, ON",Niagara Falls,289990,43.084431,-79.137497
816,"147 UNIVERSITY Avenue E Waterloo, ON",Waterloo,379900,43.480255,-80.513916
817,"#Cp625 - 330 PHILLIP ST Waterloo, ON",Waterloo,340000,43.47644,-80.538872
818,"300 Pilgrim Circle Waterloo, ON",Waterloo,1395000,43.499935,-80.512299
819,"596 Regal Place Waterloo, ON",Waterloo,1500000,43.477161,-80.604462
820,"6 Willow Street Waterloo, ON",Waterloo,399900,43.465473,-80.516914
821,"452 Ainsworth Court Waterloo, ON",Beechwood,744900,43.455589,-80.560898
823,"196 ALEXANDRA Avenue Waterloo, ON",Waterloo,460000,43.457123,-80.531189
824,"305 MAVERICK Street Waterloo, ON",Waterloo,359900,43.500134,-80.491669
825,"764 ZERMATT DR Waterloo, ON",Waterloo,369000,43.455921,-80.575035
826,"478 Lausanne Crescent Waterloo, ON",Waterloo,339900,43.453083,-80.575584
827,"#T2 -210- 330 PHILLIP ST Waterloo, ON",Waterloo,415000,43.47644,-80.538872
828,"522 Beechwood Drive Waterloo, ON",Beechwood,274900,43.451122,-80.562279
829,"115 Roslin Avenue Waterloo, ON",Waterloo,699000,43.455444,-80.526154
830,"191 King Street Waterloo, ON",Waterloo,1650,43.459396,-80.518845
831,"647 Albert Street Waterloo, ON",Waterloo,225000,43.491013,-80.540924
832,"# L18 Regal Place Waterloo, ON",Waterloo,1300000,43.477406,-80.603355
833,"324 Tealby Crescent Waterloo, ON",Waterloo,599900,43.490051,-80.523369
834,"776 Laurelwood Drive Waterloo, ON",Waterloo,249900,43.470776,-80.598259
835,"176 Cavelletti Court Waterloo, ON",Waterloo,345000,43.489429,-80.484985
836,"279 GLENRIDGE Place Waterloo, ON",Waterloo,405000,43.485199,-80.511269
837,"130 Marshall Street Waterloo, ON",Waterloo,1600,43.475807,-80.515541
838,"472 Kingsmill Court Waterloo, ON",Beechwood,649900,43.46368,-80.569458
839,"986 Creekside Drive Waterloo, ON",Waterloo,329900,43.471558,-80.599762
840,"413 Bairstow Crescent Waterloo, ON",Waterloo,214900,43.492432,-80.508278
841,"395 Cavendish Drive Waterloo, ON",Laurelwood,750000,43.463894,-80.579041
842,"425 Grangewood Drive Waterloo, ON",Waterloo,339900,43.492649,-80.500488
843,"642 Ellesmere Court Waterloo, ON",Waterloo,379900,43.496864,-80.572464
844,"138 Stonehaven Drive Waterloo, ON",Waterloo,499000,43.444149,-80.544327
845,"lot #4 Regal Place Waterloo, ON",Waterloo,1250000,43.477406,-80.603355
846,"405 Cider Mill Drive Waterloo, ON",Waterloo,514771,43.525036,-80.495377
847,"562 FOREST GATE CRES Waterloo, ON",Waterloo,699000,43.47673,-80.596878
848,"138 Windale Cres Kitchener, ON",Laurentian Hills,364999,43.421047,-80.507317
850,"1503 81 CHURCH Street Kitchener, ON",Cedar Hill,194500,43.446644,-80.487755
851,"164 Max Becker Drive Kitchener, ON",Laurentian West,285000,43.403786,-80.506622
852,"44 Eliza Avenue Kitchener, ON",Laurentian West,322175,43.39922,-80.524658
853,"300 Westmount Road E Kitchener, ON",Meinzinger State Park,385900,43.42606,-80.504669
854,"8 305 Briarmeadow Drive Kitchener, ON",Idlewood,325000,43.43996,-80.422363
855,"417 Courtland Avenue Kitchener, ON",Mill Courtland Woodside Park,295000,43.437489,-80.478294
856,"1133 Doon Village Road Kitchener, ON",Doon South,619900,43.388584,-80.431282
857,"394 Activa Avenue Kitchener, ON",Laurentian West,374500,43.404503,-80.519814
858,"35 Ridgeway Crescent Kitchener, ON",Country Hills West,374900,43.40662,-80.497032
859,"354 Apple Hill Crescent Kitchener, ON",Trussler,459900,43.387787,-80.4925
860,"283 Erinbrook Drive Kitchener, ON",Country Hills West,359900,43.404907,-80.495247
861,"480 Veronica Drive Kitchener, ON",Centreville Chicopee,419900,43.439445,-80.428741
862,"38 Amelia Street Kitchener, ON",Grand River South,599000,43.449482,-80.407745
863,"204 VANIER Drive Kitchener, ON",Vanier,374900,43.426662,-80.4618
864,"48 HIGHBROOK Street Kitchener, ON",Laurentian Hills,327900,43.409439,-80.499725
865,"17 60 ELMSDALE Drive Kitchener, ON",Laurentian Hills,184000,43.422153,-80.49585
866,"10 Yarrow Court Kitchener, ON",Laurentian West,514900,43.402744,-80.511238
867,"11 3 Sims Estate Place Kitchener, ON",Centreville Chicopee,699000,43.438904,-80.420242
868,"236 OREGON Court Kitchener, ON",Doon South,959900,43.387577,-80.431694
869,"209 Northmanor Crescent Kitchener, ON",Highland West,415900,43.438423,-80.549568
870,"227 Chestnut Hill Crescent Kitchener, ON",Doon South,2300,43.381294,-80.427307
871,"247 PIONEER Drive Kitchener, ON",Pioneer Park,180000,43.39362,-80.439751
872,"204 VANIER Drive Kitchener, ON",Vanier,374900,43.426662,-80.4618
873,"529 TERRINGTON Crescent Kitchener, ON",Doon South,864000,43.37632,-80.428032
874,"66 Borden Avenue Kitchener, ON",King East,270000,43.444454,-80.472672
875,"91 Georgian Crescent Kitchener, ON",Grand River North,449800,43.467094,-80.442169
876,"6 165 GREEN VALLEY Drive Kitchener, ON",Pioneer Park,164900,43.395489,-80.427216
877,"212 3227 KING Street E Kitchener, ON",Centreville Chicopee,189900,43.425385,-80.425407
